鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
大同區,建物,臺北市大同區民生西路１７８巷１１號二樓,0.0,,,,1100920,土地0建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580325,54.21,2,1,1,有,無,633477,11686,,0.0,0,本件買賣僅有建物交易,RPUOMLKKJIGGFBA96DA,54.21,0.0,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段３５０之２號九樓之５,11.46,都市：其他:第參種工業區(不得作住宅使用)。,,,1100604,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970407,99.34,2,2,1,有,有,11000000,110731,坡道平面,33.68,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLNKQHGGFCA28DA,41.45,5.05,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路６７巷６號七樓,24.78,都市：其他:第三種住宅區。,,,1090516,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100806,153.44,3,2,2,有,無,29500000,208645,坡道機械,19.72,1600000,預售屋、或土地及建物分件登記案件；,RPQQMLTKIIGGFCA67DA,77.89,11.45,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路６７巷６號十樓,20.09,都市：其他:第三種住宅區。,,,1090516,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100806,127.03999999999999,2,2,1,有,無,24880000,216921,坡道機械,19.72,1600000,預售屋、或土地及建物分件登記案件；,RPSQMLTKIIGGFCA87DA,61.59,10.12,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路６７巷８號八樓,25.78,都市：其他:第三種住宅區。,,,1090321,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100806,174.23000000000002,2,2,2,有,無,30990000,213293,坡道平面,39.72,2300000,預售屋、或土地及建物分件登記案件；,RPVQMLTKIIGGFCA18DA,75.55,14.31,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路６７巷１０號十樓,26.03,都市：其他:第三種住宅區。,,,1090321,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100806,175.86,2,2,2,有,無,32270000,217203,坡道平面,39.72,2700000,預售屋、或土地及建物分件登記案件；,RPWQMLTKIIGGFCA28DA,76.71,14.23,0.0,,
內湖區,房地(土地+建物),臺北市內湖區內湖路一段２８５巷６９弄１４號,30.85,都市：其他:第二種住宅區。,,,1101010,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701223,91.12,3,2,2,有,無,17600000,193152,,0.0,0,,RPQNMLPKIIGGFCA96DA,76.85,5.3,0.0,無,080
內湖區,房地(土地+建物),臺北市內湖區內湖路三段１８７巷３１號,22.6,都市：其他:第三種住宅區。,,,1101004,土地1建物1車位0,一層，停車場,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0680605,68.63,3,2,2,有,無,11500000,167565,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSRMLKLIIGGFCA17DA,56.98,11.65,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路三段７６巷３１號二樓,52.88,都市：其他:第三種住宅區。,,,1101010,土地1建物1車位4,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020607,380.4,3,2,2,有,有,60560000,159201,坡道平面,118.44,0,其他增建；,RPUQMLSLIIGGFCA08DA,146.86,31.05,0.0,有,081
中山區,房地(土地+建物),臺北市中山區中山北路一段１０５巷１０號六樓之３,10.58,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101011,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710420,80.83,2,1,1,有,有,14050000,173822,,0.0,0,其他增建；,RPURMLSJJIGGFCA08DA,57.47,0.0,0.0,有,082
中山區,房地(土地+建物),臺北市中山區林森北路２５９巷９號四樓之１５,6.27,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101010,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730922,37.58,1,1,1,有,有,6500000,172964,,0.0,0,,RPUQMLKKJIGGFCA27DA,25.49,3.19,0.0,有,083
中山區,房地(土地+建物),臺北市中山區林森北路４１６巷１號二樓之２,4.39,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100924,土地1建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0650909,44.660000000000004,1,1,1,有,有,7500000,167936,,0.0,0,,RPPRMLKKJIGGFCA86DA,31.21,3.17,0.0,有,084
信義區,房地(土地+建物),臺北市信義區松德路２５巷１６號十一樓,8.53,都市：其他:第三種住宅區。,,,1100929,土地2建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740620,79.96000000000001,2,1,1,有,有,16700000,208854,,0.0,0,陽台外推；,RPTNMLKMRHGGFDA87DA,57.7,9.58,0.0,,
松山區,房地(土地+建物),臺北市松山區南京東路五段２９１巷１９弄１號三樓,35.6,都市：其他:第三種住宅區。,,,1101008,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750224,138.98,4,2,2,有,無,28000000,201468,,0.0,0,,RPWNMLMKIIGGFDA37DA,124.47,14.51,0.0,,
南港區,房地(土地+建物)+車位,臺北市南港區園區街４８號三樓之１,30.53,都市：其他:住宅區(特)。,,,1100913,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000414,217.85,4,2,2,有,有,44580000,204636,坡道平面,0.0,0,含土地增值稅或其他稅費；含仲介費；,RPXOMLMLIIGGFDA67DA,108.32,19.37,0.0,,
信義區,土地,吳興段一小段576地號,44.5,都市：其他:道路用地(公共設施用地)。62/12/31,,,1101026,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2070075,46519,,0.0,0,110年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPTRMLPLIIGGFDA87DA,0.0,0.0,0.0,無,085
南港區,房地(土地+建物)+車位,臺北市南港區興中路６８巷１４號十四樓,14.81,都市：其他:第三種商業區。,,,1100928,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831216,173.18,3,2,2,有,有,32400000,187089,坡道平面,0.0,0,陽台外推；其他增建；,RPPQMLQLIIGGFDA47DA,140.96,12.17,0.0,,
松山區,房地(土地+建物),臺北市松山區南京東路五段２５１巷３７號二樓之１,21.11,都市：其他:第三種住宅區。,,,1101007,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000530,73.31,2,2,1,有,有,20500000,279634,,0.0,0,雨遮增建其他增建；,RPWPMLTLIIGGFDA38DA,45.79,2.13,0.0,,
信義區,房地(土地+建物),臺北市信義區吳興街２８４巷１９弄６號四樓,27.02,都市：其他:第三種住宅區。,,,1100920,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750904,95.78999999999999,3,2,2,有,無,16660000,173922,,0.0,0,陽台外推；其他增建；,RPPOMLLJJIGGFDA66DA,80.56,11.76,0.0,無,086
松山區,房地(土地+建物)+車位,臺北市松山區松河街１６８號十七樓之１,22.13,都市：其他:第三種商業區。,,,1101029,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1090922,267.61,4,2,3,有,有,72000000,294306,坡道平面,33.16,3000000,,RPVNMLNJJIGGFDA37DA,142.23,14.71,0.0,有,087
松山區,房地(土地+建物),臺北市松山區南京東路五段２５２號三樓,39.6,都市：其他:第二種商業區。,,,1100918,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630910,168.15,0,0,0,無,無,41200000,245019,,0.0,0,,RPRNMLOJJIGGFDA07DA,168.15,0.0,0.0,,
信義區,房地(土地+建物),臺北市信義區信義路五段１５０巷４００弄１１號四樓,31.55,都市：其他:第三種住宅區。,,,1101021,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700817,102.02000000000001,3,2,1,有,無,14250000,139678,,0.0,0,陽台外推；,RPOOMLOJJIGGFDA86DA,76.69,14.65,0.0,無,088
松山區,車位,八德路二段３４６巷５弄６號二樓等共有部分,0.09,都市：其他:第三種住宅區。,,,1101008,土地1建物1車位1,,,其他,,,,39.62,0,0,0,有,無,3200000,,坡道平面,39.62,3200000,僅車位交易；,RPTOMLOJJIGGFDA37DA,0.0,0.0,0.0,無,046
南港區,土地,玉成段四小段387-1地號,12.86,都市：其他:第三種住宅區。,,,1101103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3306000,257076,,0.0,0,,RPQNMLSJJIGGFDA37DA,0.0,0.0,0.0,,
南港區,房地(土地+建物)+車位,臺北市南港區成福路５１之３號三樓,26.95,都市：其他:第三種住宅區。,,,1100928,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050920,122.81,2,2,2,有,有,30300000,246723,升降機械,11.31,0,,RPUOMLSJJIGGFDA87DA,62.05,12.52,0.0,有,090
松山區,土地,敦化段一小段332地號,87.0,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之貳種住宅區)。,,,1101101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,86195250,990750,,0.0,0,政府機關標讓售；,RPRPMLSJJIGGFDA67DA,0.0,0.0,0.0,,
南港區,房地(土地+建物),臺北市南港區富康街１巷１６弄４號三樓,28.14,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(應依建築線或俟地籍測量分割後，再確定)及道路用地(公共設施用地)(原屬第參種住宅區)。,,,1101007,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731206,105.18,3,2,2,有,無,16500000,156874,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLLKJIGGFDA07DA,95.01,10.17,0.0,無,091
松山區,車位,臺北市松山區南京東路五段２２３號房屋地下三層,0.15,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101011,土地2建物1車位2,地下三層,十五層,其他,防空避難室兼停車場,鋼筋混凝土造,0810613,32.76,0,0,0,有,有,3250000,,坡道平面,30.36,3250000,本案車位為子母車位僅車位交易；,RPXNMLLKJIGGFDA47DA,0.0,0.0,0.0,有,092
松山區,房地(土地+建物),臺北市松山區南京東路五段４５號三樓之５,17.28,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第貳種商業區)。,,,1101009,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721213,117.35,2,2,2,有,有,27700000,236046,,0.0,0,陽台外推；,RPOOMLLKJIGGFDA66DA,84.15,9.07,0.0,,
信義區,房地(土地+建物),臺北市信義區吳興街３４巷１號二樓,16.92,都市：其他:第三種住宅區。,,,1101002,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671111,60.72,3,1,1,有,無,11300000,186100,,0.0,0,陽台外推；,RPUOMLLKJIGGFDA27DA,55.23,5.49,0.0,,
士林區,土地,三玉段四小段136-1地號,202.0,都市：其他:道路用地(公共設施用地)。66/1/12,,,1101022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13534000,67000,,0.0,0,110年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPSNMLQKIIGGFEA47DA,0.0,0.0,0.0,,
北投區,房地(土地+建物),臺北市北投區中山路３號十二樓之２,9.8,都市：其他:特定觀光商業專用區。,,,1101008,土地1建物1車位0,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920127,72.62,1,1,1,有,有,13200000,181768,,0.0,0,陽台外推；,RPTNMLNLIIGGFEA37DA,37.04,15.11,0.0,,
北投區,房地(土地+建物)+車位,臺北市北投區光明路１６８號八樓之２,6.68,都市：其他:第三種商業區。,,,1101024,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990126,87.11,1,1,1,有,有,15000000,172196,塔式車位,15.72,0,陽台外推；其他增建；,RPTNMLMJJIGGFEA17DA,39.16,11.04,0.0,有,093
北投區,房地(土地+建物),臺北市北投區中和街２０巷２號十一樓之１,5.75,都市：其他:特定觀光商業專用區。,,,1101101,土地3建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0950626,43.77,1,0,1,有,有,6680000,152616,,0.0,0,陽台外推；,RPUNMLMJJIGGFEA27DA,20.69,9.5,0.0,有,094
士林區,土地,平等段三小段280地號,1327.54,都市：其他:保護區。,,,1101007,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3614000,2722,,0.0,0,,RPROMLMJJIGGFEA07DA,0.0,0.0,0.0,,
士林區,房地(土地+建物),臺北市士林區延平北路五段５０號七樓之１,12.97,都市：其他:第一種商業區。,,,1100912,土地2建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020312,81.25,1,1,1,有,有,12900000,158769,,0.0,0,,RPSQMLOJJIGGFEA57DA,46.65,7.69,0.0,,
北投區,房地(土地+建物),臺北市北投區行義路１５４巷６之１號,247.77,都市：其他:第二種住宅區。,,,1100929,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0840714,500.90999999999997,5,2,4,有,無,45000000,89836,,0.0,0,空地加蓋陽台外推；其他增建；,RPQPMLKKJIGGFEA96DA,235.19,76.93,0.0,,
士林區,房地(土地+建物),臺北市士林區中山北路五段７５６巷２２號三樓,20.1,都市：其他:第三種住宅區。,,,1100906,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910109,112.32000000000001,3,2,2,有,有,26700000,237714,,0.0,0,陽台外推；,RPRPMLKKJIGGFEA07DA,74.31,16.03,0.0,,
北投區,房地(土地+建物),臺北市北投區中和街２０巷２號九樓之１２,7.07,都市：其他:特定觀光商業專用區。,,,1100919,土地3建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0950626,54.55,1,2,1,有,有,11800000,216315,,0.0,0,陽台外推；其他增建；,RPSPMLKKJIGGFEA17DA,23.82,13.55,0.0,,
北投區,房地(土地+建物),臺北市北投區磺港路１１２號三樓,30.5,都市：其他:第三之一種住宅區 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1101005,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660920,99.88,3,1,1,有,無,12380000,123949,,0.0,0,,RPTPMLKKJIGGFEA27DA,93.63,6.25,0.0,,
北投區,房地(土地+建物)+車位,臺北市北投區關渡路３８號四樓,51.75,都市：其他:第三之一種住宅區及第三種住宅區。,,,1100908,土地3建物1車位2,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0930517,303.77,4,2,2,有,有,49000000,161306,坡道機械,34.98,0,,RPUOMLLKJIGGFEA37DA,168.88,18.19,0.0,,
大安區,房地(土地+建物),臺北市大安區忠孝東路三段２０４號三樓之２,19.58,都市：其他:第三種住宅區。,,,1100818,土地2建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760423,107.72,3,2,2,有,有,25080000,232826,,0.0,0,,RPXNMLNJRHGGFFA48DA,68.05,10.54,0.0,,
大安區,土地,仁愛段二小段355地號,48.03,都市：其他:道路用地(公共設施用地)。48/3/13,,,1101022,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3996349,83205,,0.0,0,110年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPSNMLQKIIGGFFA57DA,0.0,0.0,0.0,,
大安區,土地,仁愛段二小段263-1地號,5.16,都市：其他:道路用地(公共設施用地)。48/3/13,,,1101022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,388701,75330,,0.0,0,110年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPUNMLQKIIGGFFA77DA,0.0,0.0,0.0,無,095
大安區,房地(土地+建物),臺北市大安區忠孝東路四段１６２號七樓之４,7.01,都市：其他:道路用地(公共設施用地)。48/3/13,,,1101004,土地3建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660422,53.06,0,0,0,無,有,15500000,292122,,0.0,0,建物現況格局:1衛。,RPRNMLKLIIGGFFA96DA,42.31,4.46,0.0,有,096
大安區,土地,學府段四小段154地號,15.87,都市：其他:道路用地(公共設施用地)。60/7/13,,,1101026,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1113560,70168,,0.0,0,110年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPRPMLPLIIGGFFA67DA,0.0,0.0,0.0,無,097
大安區,房地(土地+建物),臺北市大安區富陽街１５８巷１３號五樓,31.56,都市：其他:第三種住宅區。,,,1101006,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730517,95.97,4,3,3,有,無,18500000,192769,,0.0,0,頂樓加蓋；其他增建；,RPSOMLSLIIGGFFA97DA,88.83,7.14,0.0,,
大安區,房地(土地+建物),臺北市大安區仁愛路四段６４號九樓之４,4.2,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第肆之壹種住宅區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1100930,土地2建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0661212,41.68,1,1,1,有,有,13850000,332294,,0.0,0,,RPQNMLTLIIGGFFA77DA,33.28,0.0,0.0,有,098
大安區,土地,大安段一小段645地號,4.67,都市：其他:道路用地(公共設施用地)。62/9/14,,,1101102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,416894,89271,,0.0,0,110年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPQNMLNLIIGGFFA17DA,0.0,0.0,0.0,,
大安區,車位,敦化南路二段６３巷２１弄２５號等共有部分,0.04,都市：其他:第三種住宅區。,,,1101028,土地1建物1車位1,,,其他,,,,10.38,0,0,0,有,無,2200000,,升降機械,10.38,2200000,僅車位交易；,RPPNMLSJJIGGFFA47DA,0.0,0.0,0.0,有,046
大安區,房地(土地+建物)+車位,臺北市大安區辛亥路二段１７１巷６弄６號十樓,12.79,都市：其他:第三之二種住宅區。,,,1101014,土地3建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720125,197.61,3,2,2,有,有,41500000,210010,坡道平面,28.61,0,,RPWNMLKKJIGGFFA47DA,167.54,20.99,0.0,,
大安區,房地(土地+建物),臺北市大安區忠孝東路四段１７６號十樓,28.17,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第貳種商業區)。,,,1100928,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0670203,221.07,0,0,0,無,有,60000000,271407,,0.0,0,,RPVOMLKKJIGGFFA47DA,195.79,6.61,0.0,,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段６１巷１０號九樓,39.95,都市：其他:第三種住宅區。,,,1100909,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980505,230.33999999999997,4,2,2,有,有,40660000,205659,坡道平面,44.79,2500000,陽台外推；,RPVNMLLKJIGGFAA07EA,113.43,20.74,0.0,,
萬華區,房地(土地+建物)+車位,臺北市萬華區成都路１５７號二樓之３,15.49,都市：其他:第四種商業區。,,,1101013,土地2建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960622,189.84,3,2,2,有,有,24700000,146660,塔式車位,35.06,2000000,交易價格為新台幣2470萬元，拆分土地價格為2050萬元，建物價格為420萬元陽台外推；其他增建；,RPOOMLLKJIGGFBA56EA,84.31,18.09,0.0,有,100
萬華區,房地(土地+建物),臺北市萬華區和平西路三段３０９巷１５弄４１號四樓,32.0,都市：其他:第四之一種住宅區。,,,1101005,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640721,88.25,5,5,5,有,無,12500000,141643,,0.0,0,陽台外推；頂樓加蓋；,RPROMLLKJIGGFBA86EA,76.45,11.8,0.0,無,101
中山區,房地(土地+建物)+車位,臺北市中山區北安路８０５巷４弄８號二樓,20.34,都市：其他:第三種住宅區。,,,1100410,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070312,111.03,2,1,1,有,有,29421000,264982,塔式車位,0.0,1800000,,RPPNMLMKJIGGFCA76EA,47.32,12.21,0.0,,
中山區,房地(土地+建物)+車位,臺北市中山區北安路８０５巷４弄６號五樓,21.32,都市：其他:第三種住宅區。,,,1100417,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070312,115.95,2,1,1,有,有,31074700,268001,塔式車位,0.0,1800000,,RPQNMLMKJIGGFCA86EA,48.82,13.6,0.0,,
內湖區,房地(土地+建物),臺北市內湖區麗山街４６巷４號二樓,33.54,都市：其他:道路用地(公共設施用地)。64/10/20,,,1100804,土地5建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680409,95.09,3,2,1,有,無,14000000,147229,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLLKJIGGFCA27EA,86.12,8.97,0.0,,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段３３５號二樓,28.2,都市：其他:第三種住宅區。,,,1101018,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690130,102.56,3,2,2,有,無,7100000,69228,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLLKJIGGFCA27EA,88.26,14.3,0.0,,
中山區,房地(土地+建物),臺北市中山區新生北路一段１０８之３號十樓之２,3.26,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參之貳種住宅區)。,,,1100824,土地6建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0671002,32.48,1,1,1,有,有,4500000,138547,,0.0,0,,RPVOMLLKJIGGFCA37EA,17.45,9.54,0.0,,
內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段３５０之７號六樓之５,13.85,都市：其他:第參種工業區(不得作住宅使用)。,,,1101025,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970407,113.66,2,2,1,有,有,14500000,127562,坡道平面,33.68,0,,RPQOMLMKJIGGFCA96EA,50.38,6.31,0.0,有,102
中山區,土地,吉林段三小段921-1地號,557.0,都市：其他:道路用地(公共設施用地)。53/7/15,,,1100929,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,555329000,997000,,0.0,0,協議價購；,RPRNMLKLIIGGFCA76EA,0.0,0.0,0.0,,
萬華區,房地(土地+建物),臺北市萬華區西藏路２７２號四樓,30.9,都市：其他:第三之一種住宅區。,,,1100919,土地1建物1車位0,四層，陽臺,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690902,120.14,2,2,2,有,無,16350000,136091,,0.0,0,,RPUNMLSJJIGGFBA67EA,106.53,0.0,0.0,,
中山區,土地,吉林段三小段921-7地號,1.82,都市：其他:道路用地(公共設施用地)。53/7/15,,,1100929,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1818794,999337,,0.0,0,協議價購；,RPUPMLNKIIGGFCA47EA,0.0,0.0,0.0,,
內湖區,車位,臺北市內湖區新明路１４２之１２號,0.64,都市：其他:第參種工業區(不得作住宅使用)。,,,1100927,土地1建物1車位1,一層,十二層,其他,策略性產業〈２８組資訊服務業〉,鋼筋混凝土造,0970407,33.68,0,0,0,有,有,1430000,,坡道平面,0.0,1430000,僅車位交易；,RPXOMLLJJIGGFCA47EA,0.0,0.0,0.0,有,103
中山區,房地(土地+建物),臺北市中山區撫順街２５號三樓之４,5.07,都市：其他:第三種商業區。,,,1101018,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0851129,47.79,1,1,1,有,有,10900000,228081,,0.0,0,,RPOPMLLJJIGGFCA66EA,23.73,9.53,0.0,,
中山區,房地(土地+建物),臺北市中山區林森北路１３８巷４號,29.33,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101020,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),,加強磚造,,83.36,2,1,1,有,無,11500000,137956,,0.0,0,,RPTQMLKKJIGGFCA27EA,83.36,0.0,0.0,,
松山區,房地(土地+建物),臺北市松山區八德路三段１８５號三樓,22.75,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101012,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,79.97,3,2,1,有,無,34700000,433913,,0.0,0,本次交易價格為更新改建後市場價格,RPOOMLTLIIGGFDA57EA,79.97,0.0,0.0,,
南港區,房地(土地+建物),臺北市南港區玉成街２３９號五樓,28.4,都市：其他:第三種住宅區。,,,1101012,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661104,104.21,3,2,1,有,無,19400000,186163,,0.0,0,,RPWQMLSLIIGGFDA48EA,91.06,13.15,0.0,,
信義區,房地(土地+建物),臺北市信義區信義路五段１５０巷４９９號十三樓之９,11.82,都市：其他:第二種住宅區。,,,1101004,土地1建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851209,57.65,1,1,1,有,有,11880000,206071,,0.0,0,,RPRNMLTLIIGGFDA77EA,32.2,3.24,0.0,,
南港區,車位,臺北市南港區忠孝東路六段２１號地下二層之６,2.72,都市：其他:第一種商業區(依都市計畫說明書圖規定辦理)。,,,1101017,土地1建物1車位1,地下二層,十七層,其他,停車空間,鋼骨鋼筋混凝土造；鋼骨造,0931216,46.32,0,0,0,有,有,2320000,,坡道平面,40.99,2320000,僅車位交易；,RPXNMLLKJIGGFDA57EA,0.0,0.0,0.0,有,104
南港區,土地,中南段一小段358地號,12.99,都市：其他:第貳種工業區(不得作住宅使用)。,,,1101109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2940000,226328,,0.0,0,二等親出售土地持分親友、員工、共有人或其他特殊關係間之交易；,RPROMLLKJIGGFDA07EA,0.0,0.0,0.0,,
